epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
46,0.024471456184983253,0.102875716984272,0.7727310930401742,0.9420641255038849,0.5024710371124116,0.6826826869619089
47,0.025626303628087044,0.14028847217559814,0.7755673712330512,0.9418678634798898,0.4818108965634353,0.6739184325339126
48,0.03285878896713257,0.20635786652565002,0.7754599562664334,0.9419501055353015,0.41699061272501975,0.6450011536501904
49,0.03087812289595604,0.16588044166564941,0.7759764483087057,0.9419813253505932,0.4834524496414034,0.671415300022462
50,0.022483570501208305,0.13511279225349426,0.7907287029142407,0.9425946622712432,0.48215620915621243,0.6544051357939239
51,0.02818015217781067,0.1114487573504448,0.7844917914014585,0.9422738218809787,0.47870723557922285,0.6732280234446222
52,0.024155249819159508,0.23860909044742584,0.7680374253599409,0.9422967502282782,0.47814338204642776,0.675915380570015
53,0.01615108735859394,0.14620257914066315,0.7961156325445669,0.9430083456323451,0.491608762253533,0.6819075858758216
54,0.03889814019203186,0.09201736003160477,0.7816961503187377,0.9432240693622947,0.4233422697868809,0.6599788337974433
55,0.026952747255563736,0.07901496440172195,0.7739774299722546,0.943132248331614,0.45759026072626535,0.684486537571439
56,0.03953733295202255,0.15996940433979034,0.7843001760830579,0.9432220811067301,0.4974750407806085,0.6859245109926698
57,0.04231550917029381,0.22140133380889893,0.8046675574770523,0.9436823931945263,0.5116553446251522,0.6739310963947106
58,0.04706769436597824,0.04104159399867058,0.774398995733508,0.9432853145598401,0.4548097879045095,0.6851679323841037
59,0.03583729267120361,0.17733873426914215,0.7925884823036355,0.943305024284857,0.4690937656707333,0.6633592829684037
60,0.039379894733428955,0.12388833612203598,0.7959555478316481,0.9434353193569436,0.5096206373641775,0.6862909644600089
61,0.03344400227069855,0.21564142405986786,0.7997948296421903,0.9440306918668562,0.4823209327583155,0.6674235921790667
62,0.04660475626587868,0.26588043570518494,0.7974784697187725,0.9438367553211586,0.46297194721645646,0.6878273587090334
63,0.028997095301747322,0.19757285714149475,0.7992473955594884,0.9433971269464545,0.47206101731060873,0.6588541278790908
64,0.03995251655578613,0.21651194989681244,0.8021242632761046,0.9441893285677535,0.4925762678696954,0.6735770806958224
65,0.021790817379951477,0.09388681501150131,0.7861124982591219,0.9438180357849492,0.4873594248296289,0.6842197672174203
66,0.01561462040990591,0.06631782650947571,0.7817202071651215,0.9438214990119835,0.4966462162833893,0.6807840036699421
67,0.027842087671160698,0.0867168977856636,0.8083271330621946,0.944407283758367,0.49464309037091203,0.6778792339165269
68,0.04355510696768761,0.03908344358205795,0.8038932054684793,0.943923172034719,0.4107651214220294,0.5976250561123863
69,0.024839412420988083,0.20807532966136932,0.8035699624696238,0.9442468399356023,0.466422025385474,0.6528528576259844
70,0.032584138214588165,0.31339624524116516,0.8090977901021199,0.9445514199601014,0.46165659771766343,0.7140882711816398
71,0.02140331268310547,0.36125078797340393,0.7927306147390759,0.9437758270511839,0.4936095651738643,0.6605462666925727
72,0.02011384256184101,0.3180008828639984,0.8098935862840284,0.9445905640171699,0.42083614905601147,0.6607147242007846
73,0.029374409466981888,0.054031290113925934,0.804798870649471,0.944573258774182,0.4148093313994686,0.6169979366466716
74,0.025921158492565155,0.07243560254573822,0.8083105399725803,0.9446794001770218,0.4965929106884374,0.6839087260688691
75,0.017310282215476036,0.058741968125104904,0.8045961022583178,0.9441896374908723,0.504534745748423,0.6883001932066768
76,0.02506103739142418,0.2966967523097992,0.7978157187798475,0.9445838880218449,0.46074174935227635,0.6719228056647811
77,0.013800905086100101,0.06509201973676682,0.8009888133612082,0.9446992189912418,0.43141997366361823,0.6661550059104089
78,0.023667993023991585,0.07547707855701447,0.8143891042828351,0.9449198367946755,0.5128060148139562,0.6882167079932677
79,0.020624328404664993,0.04643689841032028,0.8034490474993087,0.9449054327817915,0.45957838752231156,0.6812521967465703
80,0.028978092595934868,0.13127511739730835,0.8052711391133561,0.944517477632588,0.473102883725395,0.7111269422583822
81,0.02444363385438919,0.0883689820766449,0.8126091033463709,0.9448287725995241,0.4280760019380967,0.649424874423147
82,0.033675357699394226,0.13166914880275726,0.8082569263950712,0.9451536885932313,0.5120627722898026,0.6887654466934446
83,0.03190730884671211,0.07437418401241302,0.8040930927655682,0.9450879635141283,0.5081549980284223,0.6742772602326937
84,0.028084363788366318,0.2610749900341034,0.8037277618928652,0.9445058338889254,0.45262868694645286,0.6686022531676264
85,0.04628589004278183,0.04394730180501938,0.8073197864548158,0.9448246382194425,0.4679025312460319,0.6961843726929766
86,0.028447195887565613,0.11672734469175339,0.7994683356143883,0.9449330047147061,0.5023255509671214,0.6896360560758042
87,0.050531212240457535,0.14031127095222473,0.8165645662617441,0.9450356022087834,0.4976253995972051,0.697660438504815
88,0.03894031047821045,0.2431088089942932,0.8010135056310326,0.9450805256299155,0.4600156826512595,0.6780673164282445
89,0.02239454910159111,0.18629078567028046,0.8144609049169833,0.9448708138274264,0.49173595673512177,0.6805794914006681
90,0.02976188249886036,0.31444117426872253,0.8170639631194421,0.9451781684392166,0.49738923890025455,0.6834295920153957
91,0.019489534199237823,0.21038885414600372,0.8160825379937414,0.9449865218427453,0.4752110586965288,0.6436330015980722
92,0.021159863099455833,0.24431592226028442,0.8028568145145514,0.9450676335793092,0.5110825805969003,0.6749132048616864
93,0.017988326027989388,0.18967962265014648,0.8095024010461943,0.9447829198787525,0.49392426991204874,0.6770081586340954
94,0.01836925931274891,0.1488431692123413,0.8155425928451683,0.945320845822258,0.50798712959244,0.6727221120510126
95,0.021422144025564194,0.18923352658748627,0.790859309958814,0.945070533741786,0.4493156704181102,0.6439928365284773
96,0.030440393835306168,0.19199985265731812,0.8103140024489649,0.9451817564131139,0.498250313650567,0.6851498780556676
97,0.02157977782189846,0.2109520137310028,0.8094623418565886,0.9451616197453525,0.482823249691449,0.6685261655651096
98,0.015318552032113075,0.032243404537439346,0.8134169431557015,0.9456915391292838,0.3985038772764906,0.696388833885981
99,0.03150760754942894,0.08210395276546478,0.8118635278998486,0.945558293064002,0.4878584111952517,0.6912916103178876
100,0.034046370536088943,0.19943831861019135,0.8221520393435802,0.9451941481361323,0.505813194392274,0.6903135930893183
